@relation combi
@attribute Id numeric
@attribute Alley {'None','Pave','Grvl'}
@attribute BedroomAbvGr numeric
@attribute BldgType string
@attribute BsmtCond {'None','Po','Fa','TA','Gd','Ex'}
@attribute BsmtExposure {'None','No','Mn','Av','Gd'}
@attribute BsmtFinSF1 numeric
@attribute BsmtFinSF2 numeric
@attribute BsmtFinType1 {'None','Unf','LwQ','Rec','BLQ','ALQ','GLQ'}
@attribute BsmtFinType2 {'None','Unf','LwQ','Rec','BLQ','ALQ','GLQ'}
@attribute BsmtFullBath numeric
@attribute BsmtHalfBath numeric
@attribute BsmtQual {'None','Po','Fa','TA','Gd','Ex'}
@attribute BsmtUnfSF numeric
@attribute CentralAir {'N','Y'}
@attribute Condition1 string
@attribute Condition2 string
@attribute Electrical string
@attribute EnclosedPorch numeric
@attribute ExterCond {'Po','Fa','TA','Gd','Ex'}
@attribute Exterior1st string
@attribute Exterior2nd string
@attribute ExterQual {'Po','Fa','TA','Gd','Ex'}
@attribute Fence {'None','MnWw','GdWo','MnPrv','GdPrv'}
@attribute FireplaceQu {'None','Po','Fa','TA','Gd','Ex'}
@attribute Fireplaces numeric
@attribute Foundation string
@attribute FullBath numeric
@attribute Functional {'Sal','Sev','Maj2','Maj1','Mod','Min2','Min1','Typ'}
@attribute GarageArea numeric
@attribute GarageCars numeric
@attribute GarageCond {'None','Po','Fa','TA','Gd','Ex'}
@attribute GarageFinish {'None','Unf','RFn','Fin'}
@attribute GarageQual {'None','Po','Fa','TA','Gd','Ex'}
@attribute GarageType string
@attribute GarageYrBlt numeric
@attribute GrLivArea numeric
@attribute HalfBath numeric
@attribute Heating string
@attribute HeatingQC {'Po','Fa','TA','Gd','Ex'}
@attribute HouseStyle string
@attribute KitchenAbvGr numeric
@attribute KitchenQual {'Po','Fa','TA','Gd','Ex'}
@attribute LandSlope {'Sev','Mod','Gtl'}
@attribute LotArea numeric
@attribute LotConfig string
@attribute LotFrontage numeric
@attribute LotShape {'IR3','IR2','IR1','Reg'}
@attribute LowQualFinSF numeric
@attribute MasVnrArea numeric
@attribute MasVnrType string
@attribute MiscFeature string
@attribute MiscVal numeric
@attribute MoSold {'1','2','3','4','5','6','7','8','9','10','11','12'}
@attribute MSSubClass {'20','30','40','45','50','60','70','75','80','85','90','120','150','160','180','190'}
@attribute MSZoning string
@attribute Neighborhood string
@attribute OpenPorchSF numeric
@attribute OverallCond {'1','2','3','4','5','6','7','8','9'}
@attribute OverallQual numeric
@attribute PavedDrive {'N','P','Y'}
@attribute PoolArea numeric
@attribute PoolQC {'None','Fa','TA','Gd','Ex'}
@attribute RoofMatl string
@attribute RoofStyle string
@attribute SaleCondition string
@attribute SaleType string
@attribute ScreenPorch numeric
@attribute Street {'Pave','Grvl'}
@attribute TotalBsmtSF numeric
@attribute TotRmsAbvGrd numeric
@attribute Utilities string
@attribute WoodDeckSF numeric
@attribute X1stFlrSF numeric
@attribute X2ndFlrSF numeric
@attribute X3SsnPorch numeric
@attribute YearBuilt numeric
@attribute YearRemodAdd numeric
@attribute YrSold {'2006','2007','2008','2009','2010'}
@attribute SalePrice numeric
@data
2079,'None',3,'1Fam','TA','No',315,0,'ALQ','Unf',0,0,'TA',453,'Y','Artery','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','GdWo','None',0,'CBlock',2,'Typ',576,2,'TA','Unf','TA','Detchd',1994,1320,0,'GasA','Ex','1.5Fin',1,'TA','Gtl',8064,'Inside',60,'Reg',0,0,'None','None',0,'9','50','RL','NAmes',0,'6',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',768,5,'AllPub',108,819,501,0,1948,1950,'2008',?
2080,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',1,0,'TA',936,'Y','Feedr','Norm','FuseA',0,'TA','MetalSd','MetalSd','TA','GdWo','None',0,'CBlock',1,'Typ',280,1,'TA','Unf','TA','Detchd',1954,984,0,'GasA','TA','1.5Unf',1,'TA','Gtl',6390,'Corner',64,'Reg',0,0,'None','None',0,'6','45','RL','NAmes',0,'7',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',936,4,'AllPub',0,984,0,0,1954,1954,'2008',?
2081,'None',4,'1Fam','TA','No',673,0,'Rec','Unf',0,0,'TA',181,'Y','Norm','Norm','FuseA',0,'TA','MetalSd','MetalSd','TA','MnWw','None',0,'CBlock',1,'Typ',240,1,'TA','Unf','TA','Attchd',1954,1278,0,'GasA','Fa','1.5Fin',1,'TA','Gtl',7200,'Inside',60,'Reg',0,0,'None','None',0,'4','50','RL','NAmes',0,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',854,6,'AllPub',0,854,424,0,1954,1954,'2008',?
2082,'None',6,'Duplex','TA','Av',0,0,'Unf','Unf',0,0,'TA',1800,'N','Artery','Norm','SBrkr',0,'TA','BrkFace','Wd Sdng','TA','None','None',0,'CBlock',2,'Typ',0,0,'None','None','None','None',0,1800,0,'GasA','TA','1Story',2,'TA','Gtl',8513,'Corner',113,'Reg',0,0,'None','None',0,'11','90','RL','NAmes',0,'5',5,'N',0,'None','CompShg','Gable','Abnorml','WD',0,'Pave',1800,10,'AllPub',0,1800,0,0,1961,1961,'2008',?
2083,'None',3,'1Fam','TA','Mn',370,0,'GLQ','Unf',0,0,'TA',398,'Y','Norm','Norm','SBrkr',0,'Gd','MetalSd','MetalSd','TA','None','None',0,'CBlock',1,'Typ',480,2,'TA','Unf','TA','Detchd',1955,1588,1,'GasA','Gd','1.5Fin',1,'TA','Gtl',7200,'Inside',60,'Reg',0,0,'None','None',0,'3','50','RL','NAmes',0,'6',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',768,6,'AllPub',0,1024,564,0,1955,1967,'2008',?
2084,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,1,'TA',825,'Y','Norm','Norm','FuseA',0,'TA','MetalSd','MetalSd','TA','None','None',0,'CBlock',1,'Typ',350,1,'TA','Unf','TA','Attchd',1954,825,0,'GasA','TA','1Story',1,'TA','Gtl',7200,'Inside',60,'Reg',0,0,'None','None',0,'7','20','RL','NAmes',0,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',825,4,'AllPub',0,825,0,0,1954,1954,'2008',?
2085,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',1117,'Y','PosN','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','None','None',0,'CBlock',1,'Typ',264,1,'TA','Unf','TA','Attchd',1963,1117,0,'GasA','Ex','1Story',1,'TA','Gtl',7590,'Inside',69,'Reg',0,0,'None','None',0,'5','20','RL','NAmes',0,'5',5,'Y',0,'None','CompShg','Gable','Normal','COD',0,'Pave',1117,6,'AllPub',0,1117,0,0,1963,1963,'2008',?
2086,'Grvl',3,'1Fam','TA','No',96,0,'GLQ','Unf',1,0,'TA',96,'N','Artery','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','None','None',0,'PConc',1,'Typ',308,1,'TA','Unf','TA','Detchd',2008,1133,0,'GasA','Gd','1Story',1,'TA','Gtl',9836,'Inside',56,'Reg',0,0,'None','None',0,'12','20','RM','OldTown',175,'5',6,'Y',0,'None','CompShg','Gable','Abnorml','WD',0,'Pave',192,7,'AllPub',0,1133,0,0,2008,2008,'2008',?
2087,'Grvl',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',780,'Y','Artery','Norm','SBrkr',0,'TA','WdShing','Wd Shng','TA','None','None',0,'BrkTil',1,'Typ',400,2,'TA','Unf','TA','Detchd',1948,1323,0,'GasA','Ex','1.5Fin',1,'TA','Gtl',9184,'Inside',57,'Reg',0,0,'None','None',0,'7','50','RM','OldTown',0,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',780,6,'AllPub',0,948,375,0,1948,2005,'2008',?
2088,'Grvl',2,'1Fam','Fa','No',0,0,'Unf','Unf',0,0,'TA',680,'N','Norm','Norm','SBrkr',0,'TA','AsbShng','AsbShng','TA','None','None',0,'BrkTil',1,'Typ',330,1,'TA','Unf','Fa','Attchd',1910,1360,0,'GasA','Fa','2Story',1,'TA','Gtl',4800,'Inside',80,'Reg',0,0,'None','None',0,'1','70','RM','OldTown',50,'5',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',680,6,'AllPub',192,680,680,0,1910,2003,'2008',?
2089,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Fa',672,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','TA','MnPrv','None',0,'CBlock',1,'Typ',256,1,'TA','Unf','TA','Detchd',1950,672,0,'GasA','TA','1Story',1,'TA','Gtl',4800,'Corner',60,'Reg',0,0,'None','None',0,'8','30','RM','OldTown',0,'4',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',672,4,'AllPub',0,672,0,0,1940,1950,'2008',?
2090,'None',4,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',728,'Y','Norm','Norm','SBrkr',248,'TA','Wd Sdng','Wd Sdng','Gd','None','None',0,'BrkTil',1,'Typ',308,1,'Fa','Unf','Fa','Detchd',1915,1456,1,'GasA','Gd','2.5Unf',1,'Gd','Gtl',6000,'Inside',60,'Reg',0,0,'None','None',0,'6','75','RM','OldTown',0,'7',6,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',728,7,'AllPub',0,728,728,0,1915,2005,'2008',?
2091,'Grvl',3,'2fmCon','TA','No',0,0,'Unf','Unf',0,0,'TA',828,'Y','Norm','Norm','FuseA',109,'TA','Wd Sdng','Wd Sdng','TA','None','None',0,'Stone',2,'Typ',0,0,'None','None','None','None',0,1594,0,'GasA','Gd','1.5Fin',2,'TA','Gtl',11426,'Inside',63,'Reg',108,0,'None','None',0,'6','190','RM','OldTown',172,'6',4,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',828,9,'AllPub',0,828,658,0,1910,1996,'2008',?
2092,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',801,'Y','Norm','Norm','FuseA',0,'Gd','MetalSd','MetalSd','TA','None','None',0,'BrkTil',2,'Mod',440,2,'TA','Unf','TA','Detchd',1958,1656,0,'GasA','Gd','1.5Fin',1,'TA','Gtl',7628,'Inside',63,'Reg',0,0,'None','None',0,'5','50','RM','OldTown',0,'6',4,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',801,8,'AllPub',187,1095,561,0,1940,1985,'2008',?
2093,'None',2,'1Fam','TA','No',360,0,'Rec','Unf',0,0,'TA',576,'N','Artery','Norm','FuseA',236,'Fa','WdShing','Wd Shng','Fa','None','Gd',1,'BrkTil',1,'Typ',225,1,'Fa','Unf','Fa','Detchd',1920,1740,0,'GasA','Gd','1.5Fin',1,'Ex','Gtl',7308,'Corner',81,'Reg',0,0,'None','None',0,'6','50','RM','OldTown',0,'5',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',936,6,'AllPub',0,960,780,0,1920,1950,'2008',?
2094,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,1,'TA',931,'Y','Norm','Norm','SBrkr',0,'TA','Stucco','Stucco','Gd','None','TA',1,'CBlock',1,'Typ',0,0,'None','None','None','None',0,1027,0,'GasA','TA','1Story',1,'Gd','Gtl',5400,'Inside',60,'Reg',0,0,'None','None',0,'2','30','RM','OldTown',28,'6',7,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',931,5,'AllPub',0,1027,0,0,1920,2006,'2008',?
2095,'Grvl',3,'2fmCon','TA','No',590,0,'BLQ','Unf',0,0,'TA',294,'Y','Norm','Norm','SBrkr',126,'TA','Wd Sdng','Wd Sdng','TA','None','Gd',2,'CBlock',2,'Typ',828,2,'TA','Unf','TA','Detchd',1940,1436,0,'GasA','TA','1.5Fin',2,'TA','Gtl',10800,'Inside',60,'Reg',0,0,'None','None',0,'5','190','RM','OldTown',0,'6',6,'Y',0,'None','CompShg','Gable','Normal','Con',0,'Pave',884,8,'AllPub',0,884,552,0,1940,1950,'2008',?
2096,'None',2,'1Fam','Gd','No',0,0,'Unf','Unf',0,0,'TA',481,'N','Norm','Norm','FuseA',96,'TA','MetalSd','MetalSd','TA','None','None',0,'BrkTil',1,'Typ',200,1,'TA','Unf','Fa','Detchd',1930,899,0,'GasA','TA','1Story',1,'TA','Gtl',6756,'Inside',60,'Reg',0,0,'None','None',0,'9','30','RM','OldTown',0,'6',5,'P',0,'None','CompShg','Mansard','Normal','WD',0,'Pave',481,5,'AllPub',0,899,0,0,1910,1950,'2008',?
2097,'Grvl',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Fa',684,'Y','Norm','Norm','SBrkr',30,'TA','Wd Sdng','HdBoard','TA','None','None',0,'BrkTil',1,'Typ',0,0,'None','None','None','None',0,1080,0,'GasA','Gd','1.5Fin',1,'Gd','Gtl',5914,'Inside',44,'Reg',0,0,'None','None',0,'9','50','RM','OldTown',165,'9',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',684,5,'AllPub',0,684,396,0,1890,1996,'2008',?
2098,'None',3,'1Fam','TA','No',445,0,'Rec','Unf',0,0,'TA',459,'Y','Norm','Norm','FuseA',0,'TA','MetalSd','MetalSd','TA','None','Po',1,'CBlock',1,'Typ',869,3,'Gd','Unf','TA','Detchd',1959,1499,0,'GasA','Ex','1.5Fin',1,'TA','Gtl',9000,'Corner',75,'Reg',0,0,'None','None',0,'6','50','RM','OldTown',20,'6',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',904,5,'AllPub',0,904,595,0,1946,1950,'2008',?
2099,'None',1,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',407,'N','Norm','Norm','FuseA',120,'Gd','VinylSd','VinylSd','TA','None','None',0,'BrkTil',1,'Typ',297,1,'TA','Unf','Fa','Detchd',1949,407,0,'GasA','TA','1Story',1,'TA','Gtl',7311,'Corner',62,'Reg',0,0,'None','None',0,'3','20','RM','OldTown',0,'5',2,'Y',0,'None','CompShg','Gable','Abnorml','WD',0,'Pave',407,3,'AllPub',76,407,0,0,1946,1950,'2008',?
2100,'None',5,'1Fam','Fa','No',0,0,'Unf','Unf',0,0,'Fa',448,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','TA','MnPrv','None',0,'BrkTil',2,'Maj2',0,0,'None','None','None','None',0,1588,0,'GasA','Gd','1Story',1,'TA','Gtl',12205,'Inside',103,'Reg',0,0,'None','None',0,'12','20','RM','OldTown',0,'1',3,'N',0,'None','CompShg','Gable','Abnorml','WD',0,'Pave',448,6,'AllPub',0,1588,0,0,1949,1992,'2008',?
2101,'None',4,'2fmCon','TA','No',0,0,'Unf','Unf',0,0,'Fa',797,'N','Norm','Norm','FuseA',60,'Fa','MetalSd','MetalSd','TA','None','None',0,'BrkTil',2,'Typ',420,2,'Po','Unf','Fa','Detchd',1950,1627,0,'GasA','TA','2Story',2,'TA','Gtl',9142,'Inside',69,'Reg',0,0,'None','None',0,'2','190','RM','OldTown',0,'5',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',797,10,'AllPub',192,830,797,0,1900,2006,'2008',?
2102,'None',3,'1Fam','TA','No',116,0,'BLQ','Unf',0,0,'TA',508,'Y','Artery','Norm','SBrkr',0,'TA','Wd Sdng','Wd Shng','TA','MnPrv','None',0,'BrkTil',1,'Typ',288,1,'TA','Unf','TA','Detchd',1935,1450,0,'GasA','Ex','2Story',1,'TA','Gtl',5350,'Corner',53,'Reg',0,0,'None','None',0,'3','75','RM','OldTown',192,'8',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',624,7,'AllPub',0,730,720,0,1920,1965,'2008',?
2103,'Grvl',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',346,'Y','Norm','Norm','SBrkr',139,'TA','VinylSd','VinylSd','TA','None','None',0,'CBlock',1,'Typ',308,1,'TA','Unf','TA','Detchd',1961,1017,0,'GasA','Ex','1.5Fin',1,'TA','Gtl',9143,'Corner',69,'Reg',0,0,'None','None',0,'5','50','RM','OldTown',0,'7',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',346,5,'AllPub',0,709,308,0,1900,2003,'2008',?
2104,'Grvl',4,'2fmCon','TA','No',234,0,'Rec','Unf',0,0,'TA',739,'Y','Norm','Norm','FuseP',219,'TA','AsbShng','AsbShng','TA','None','None',0,'BrkTil',2,'Typ',393,2,'TA','Unf','TA','2Types',1930,2350,0,'GasA','TA','2Story',2,'TA','Gtl',9600,'Inside',60,'Reg',0,0,'None','None',0,'4','190','RM','OldTown',0,'5',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',973,10,'AllPub',0,1377,973,0,1920,1960,'2008',?
2105,'Grvl',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Fa',572,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','Gd','None','None',0,'BrkTil',1,'Typ',0,0,'None','None','None','None',0,1540,1,'GasA','Ex','2Story',1,'Gd','Gtl',6000,'Corner',60,'Reg',0,0,'None','None',0,'2','70','RM','OldTown',77,'9',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',572,7,'AllPub',240,884,656,0,1905,2005,'2008',?
2106,'None',2,'1Fam','Fa','No',0,0,'Unf','Unf',0,0,'Fa',723,'N','Norm','Norm','SBrkr',144,'Fa','AsbShng','AsbShng','Fa','None','None',0,'BrkTil',1,'Maj1',400,2,'Po','Unf','Fa','Detchd',1920,1086,0,'GasA','TA','2Story',1,'TA','Gtl',11340,'Inside',60,'Reg',0,0,'None','None',0,'11','70','RM','OldTown',24,'1',2,'N',0,'None','CompShg','Gable','Normal','ConLD',0,'Pave',723,5,'AllPub',0,723,363,0,1920,1950,'2008',?
2107,'None',5,'1Fam','TA','Mn',0,0,'Unf','Unf',0,0,'TA',1313,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Shng','TA','None','Gd',1,'BrkTil',2,'Typ',342,2,'Fa','Unf','TA','Detchd',1950,2495,0,'GasW','Gd','2Story',1,'TA','Gtl',10800,'Inside',60,'Reg',0,0,'None','None',0,'12','70','RM','OldTown',299,'7',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1313,10,'AllPub',0,1313,1182,0,1890,1999,'2008',?
2108,'None',2,'1Fam','TA','No',200,0,'Rec','Unf',1,0,'TA',784,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','TA','None','None',0,'CBlock',1,'Typ',308,1,'TA','Unf','TA','Detchd',1959,984,0,'GasA','Gd','1Story',1,'Fa','Gtl',9750,'Inside',65,'Reg',0,164,'BrkFace','None',0,'6','20','RM','OldTown',0,'6',5,'N',0,'None','CompShg','Gable','Normal','WD',0,'Pave',984,5,'AllPub',0,984,0,0,1959,1959,'2008',?
2109,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',869,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','TA','None','None',0,'CBlock',1,'Typ',308,1,'TA','Unf','TA','Detchd',1959,1093,0,'GasA','TA','1Story',1,'TA','Gtl',8516,'Inside',52,'Reg',0,0,'None','None',0,'5','20','RM','OldTown',0,'6',4,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',869,5,'AllPub',0,1093,0,0,1958,2006,'2008',?
2110,'None',2,'1Fam','TA','No',406,273,'LwQ','BLQ',0,0,'TA',329,'Y','Norm','Norm','SBrkr',0,'Gd','WdShing','Wd Shng','Gd','GdPrv','Po',1,'BrkTil',1,'Typ',288,1,'TA','Unf','TA','Detchd',1992,1143,0,'GasA','TA','1Story',1,'TA','Gtl',7111,'Inside',55,'IR1',0,0,'None','None',0,'7','30','RL','BrkSide',0,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1008,5,'AllPub',265,1143,0,0,1928,1983,'2008',?
2111,'None',3,'1Fam','Fa','No',0,0,'Unf','Unf',0,0,'TA',672,'Y','RRAn','Artery','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','None','None',0,'CBlock',1,'Typ',252,1,'TA','Unf','TA','Attchd',1945,1668,1,'GasA','Gd','1.5Fin',1,'Gd','Gtl',7425,'Corner',51,'IR1',0,0,'None','None',0,'8','50','RM','BrkSide',0,'7',7,'Y',0,'None','CompShg','Gable','Abnorml','WD',0,'Pave',672,8,'AllPub',210,1195,473,0,1945,1950,'2008',?
2112,'None',3,'1Fam','TA','No',175,0,'Rec','Unf',0,0,'TA',849,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','None','Gd',1,'BrkTil',2,'Typ',240,1,'TA','Unf','TA','Detchd',1950,1738,0,'GasA','TA','1.5Fin',1,'TA','Gtl',7010,'Inside',51,'Reg',0,0,'None','None',0,'7','50','RL','BrkSide',30,'5',5,'P',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1024,6,'AllPub',0,1144,594,0,1935,1950,'2008',?
2113,'None',3,'1Fam','TA','No',600,0,'ALQ','Unf',0,0,'TA',72,'Y','Feedr','Norm','SBrkr',0,'Gd','Wd Sdng','Wd Sdng','TA','None','None',0,'CBlock',1,'Typ',240,1,'TA','Unf','TA','Detchd',1941,1210,0,'GasA','Ex','1.5Fin',1,'Gd','Gtl',5000,'Inside',50,'Reg',0,0,'None','None',0,'5','50','RM','BrkSide',0,'7',5,'P',0,'None','CompShg','Gable','Normal','WD',0,'Pave',672,6,'AllPub',0,832,378,0,1941,2006,'2008',?
2114,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',554,'Y','Feedr','Feedr','SBrkr',0,'Gd','HdBoard','HdBoard','TA','MnPrv','None',0,'BrkTil',1,'Typ',200,1,'TA','Unf','Fa','Detchd',1926,1290,1,'GasA','Ex','2Story',1,'TA','Gtl',5870,'Corner',59,'Reg',0,0,'None','Shed',400,'4','70','RM','BrkSide',112,'9',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',554,6,'AllPub',38,736,554,0,1900,2000,'2008',?
2115,'None',3,'1Fam','TA','No',521,0,'ALQ','Unf',0,0,'TA',460,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','GdPrv','Gd',1,'CBlock',1,'Typ',240,1,'TA','Unf','TA','Detchd',1940,1672,1,'GasA','Ex','1.5Fin',1,'Gd','Gtl',6000,'Inside',50,'Reg',0,0,'None','None',0,'7','50','RM','BrkSide',11,'7',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',981,6,'AllPub',0,1014,658,0,1940,1989,'2008',?
2116,'None',2,'1Fam','Fa','No',0,0,'Unf','Unf',0,0,'TA',949,'Y','Norm','Norm','SBrkr',48,'Fa','Wd Sdng','Wd Sdng','TA','None','Fa',1,'BrkTil',1,'Typ',370,2,'TA','Unf','TA','Detchd',1924,949,0,'GasA','Ex','1Story',1,'TA','Gtl',6000,'Inside',50,'Reg',0,0,'None','None',0,'7','30','RM','BrkSide',0,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',949,5,'AllPub',0,949,0,0,1924,2003,'2008',?
2117,'None',3,'1Fam','TA','No',201,162,'Rec','LwQ',0,0,'TA',462,'Y','Norm','Norm','SBrkr',0,'Gd','Wd Sdng','Wd Sdng','TA','GdPrv','None',0,'BrkTil',2,'Typ',672,1,'TA','Unf','TA','Detchd',2004,1497,0,'GasA','Ex','1.5Fin',1,'TA','Gtl',6000,'Inside',50,'Reg',0,0,'None','None',0,'5','50','RM','BrkSide',0,'7',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',825,5,'AllPub',272,825,672,0,1937,2000,'2008',?
2118,'None',2,'1Fam','TA','No',264,0,'LwQ','Unf',0,0,'TA',475,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','None','Gd',1,'CBlock',2,'Typ',240,1,'TA','Unf','TA','Detchd',1939,1342,0,'GasA','Ex','1.5Fin',2,'TA','Gtl',6000,'Inside',50,'Reg',0,0,'None','None',0,'4','50','RM','BrkSide',0,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',739,7,'AllPub',0,874,468,0,1939,1950,'2008',?
2119,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',992,'Y','Norm','Norm','SBrkr',101,'TA','MetalSd','MetalSd','TA','None','None',0,'BrkTil',1,'Typ',160,1,'TA','Unf','Fa','Detchd',1926,1013,0,'GasA','Ex','1.5Unf',1,'TA','Mod',5000,'Inside',50,'Reg',0,0,'None','None',0,'4','45','RM','BrkSide',0,'7',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',992,6,'AllPub',0,1013,0,0,1926,1950,'2008',?
2120,'None',3,'1Fam','TA','No',68,0,'ALQ','Unf',1,0,'TA',497,'Y','Feedr','Norm','SBrkr',180,'Gd','AsbShng','AsbShng','TA','MnPrv','Gd',1,'BrkTil',1,'Typ',355,1,'TA','RFn','Fa','BuiltIn',1920,1216,0,'GasA','TA','1.5Fin',1,'TA','Gtl',5520,'FR2',60,'IR1',0,0,'None','None',0,'4','50','RM','BrkSide',0,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',565,6,'AllPub',0,565,651,0,1920,1997,'2008',?
2121,'None',2,'1Fam','None','None',0,0,'None','None',0,0,'None',0,'Y','Feedr','Norm','FuseA',0,'TA','MetalSd','CBlock','TA','MnPrv','None',0,'PConc',1,'Typ',280,1,'TA','Unf','TA','Detchd',1946,896,0,'GasA','TA','1Story',1,'TA','Gtl',5940,'FR3',99,'IR1',0,0,'None','None',0,'4','20','RM','BrkSide',0,'7',4,'Y',0,'None','CompShg','Gable','Abnorml','ConLD',0,'Pave',0,4,'AllPub',0,896,0,0,1946,1950,'2008',?
2122,'None',2,'1Fam','TA','No',80,0,'BLQ','Unf',0,1,'TA',624,'Y','Norm','Norm','SBrkr',80,'TA','MetalSd','MetalSd','TA','None','None',0,'PConc',1,'Typ',336,1,'TA','Unf','TA','Detchd',1990,1136,0,'GasA','Ex','1.5Fin',1,'TA','Gtl',6240,'Inside',52,'Reg',0,0,'None','None',0,'8','50','RM','BrkSide',365,'7',4,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',704,6,'AllPub',0,624,512,0,1929,1950,'2008',?
2123,'None',1,'1Fam','None','None',0,0,'None','None',0,0,'None',0,'N','Norm','Norm','SBrkr',0,'Gd','Plywood','Plywood','TA','None','None',0,'CBlock',1,'Min2',164,1,'TA','Unf','TA','Attchd',1925,808,0,'GasA','Gd','1Story',1,'TA','Gtl',6120,'Inside',51,'Reg',0,0,'None','None',0,'6','30','RM','BrkSide',48,'6',5,'P',0,'None','CompShg','Gable','Normal','WD',0,'Pave',0,6,'AllPub',0,808,0,0,1945,1995,'2008',?
2124,'None',4,'1Fam','TA','Mn',300,240,'Rec','LwQ',0,0,'TA',449,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','MnPrv','Gd',1,'BrkTil',2,'Min2',400,2,'TA','Unf','TA','Detchd',1939,2009,0,'GasA','TA','1.5Fin',1,'TA','Gtl',6240,'Inside',52,'Reg',0,0,'None','None',0,'1','50','RM','BrkSide',20,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',989,7,'AllPub',0,1245,764,0,1939,1950,'2008',?
